agent_id,walking_speed_m_min,aware,exposure_dose,risk_level,evacuated
0,56.830261198651584,False,2.0402760368415372e-07,Low Risk,False
1,57.5967946894021,False,4.24346048534598e-05,Moderate Risk,False
2,66.6028166214771,False,7.14654036051527e-06,Low Risk,False
3,75.51048260224267,False,5.64169300501931e-05,Moderate Risk,False
4,83.70376939349875,False,1.152612799035043e-23,Low Risk,False
5,57.95231573979483,False,2.4919388564558568e-08,Low Risk,False
6,92.39032853439282,False,2.6891440328773757e-61,Low Risk,False
7,65.93314598436147,False,1.0302373843287079e-05,Moderate Risk,False
8,69.67949058477346,False,4.199929835338486e-05,Moderate Risk,False
9,58.79182481278265,False,0.0002051766721382117,High Risk,False
10,33.63639609590587,False,0.0,No Exposure,False
11,83.26068094541574,False,1.550644701917977e-06,Low Risk,False
12,81.0526584563865,False,2.830810020666917e-06,Low Risk,False
13,65.7800866432268,False,1.537372458029351e-28,Low Risk,False
14,71.00486075837308,False,8.539474319695648e-10,Low Risk,False
15,77.73908826556149,False,4.769113455272229e-32,Low Risk,False
16,46.56181214670186,False,2.4225948163655044e-09,Low Risk,False
17,62.06420983980558,False,0.0004484455073220334,Critical Risk,False
18,81.9139701943274,False,9.240910413672273e-09,Low Risk,False
19,51.18565865246126,False,3.1887539300317704e-17,Low Risk,False
20,74.40336898249944,False,9.642036872619717e-05,High Risk,False
21,49.65127293064892,False,4.668299256149585e-14,Low Risk,False
22,76.9964497365029,False,8.857476728790425e-15,Low Risk,False
23,69.46537776553775,False,1.551493279981553e-12,Low Risk,False
24,45.77302276141736,False,5.833928013872016e-09,Low Risk,False
25,87.47109031685757,False,0.0001336395893686254,High Risk,False
26,58.981126348029264,False,8.581488588397103e-21,Low Risk,False
27,57.84621344478429,False,2.1726687634987595e-06,Low Risk,False
28,73.00853795846415,False,0.00012217626346764762,High Risk,False
29,87.22956024143073,False,8.383852801544987e-274,Low Risk,False
30,54.762672715324044,False,2.527918010919926e-07,Low Risk,False
31,70.92519774771958,False,0.00016034112117876005,High Risk,False
32,76.4322475049586,False,2.0250547098531618e-95,Low Risk,False
33,80.39658410894717,False,5.9142906862408485e-06,Low Risk,False
34,72.64662332915837,False,3.348093460903821e-06,Low Risk,False
35,64.49458241375017,False,5.755490281135132e-05,Moderate Risk,False
36,57.5861466902692,False,7.36463232412953e-05,Moderate Risk,False
37,71.29215824569562,False,5.0518760744814175e-31,Low Risk,False
38,53.9179148202159,False,1.4884725250565149e-06,Low Risk,False
39,30.0,False,0.00010100683392055957,High Risk,False
40,76.54839706236501,False,0.004810720728608485,Critical Risk,False
41,83.55902261629294,False,8.892296087965612e-06,Moderate Risk,False
42,34.55601346687242,False,3.853193870245891e-152,Low Risk,False
43,54.854039429350934,False,4.675077074724755e-05,Moderate Risk,False
44,79.28731391507797,False,2.826278834787523e-15,Low Risk,False
45,100.86243204567548,False,0.00018325517673885733,High Risk,False
46,70.31190561513112,False,2.2542959497925464e-07,Low Risk,False
47,59.07995588156299,False,1.6761012167653262e-08,Low Risk,False
48,67.2565533834274,False,1.6035496779341745e-06,Low Risk,False
49,90.62314628722277,False,2.7983854205886702e-39,Low Risk,False
50,60.310537313131974,False,5.655074102881984e-06,Low Risk,False
51,58.0121199002462,False,0.00013658594697376803,High Risk,False
52,62.758847167269515,False,2.903354856431554e-06,Low Risk,False
53,55.70007087611931,False,1.6747438615441677e-05,Moderate Risk,False
54,71.84005473992194,False,6.371517632455468e-08,Low Risk,False
55,94.3701768770434,False,3.748087592117354e-05,Moderate Risk,False
56,74.84618909674043,False,1.1370816114813705e-51,Low Risk,False
57,66.21469746810568,False,0.0002795675713214755,High Risk,False
58,65.62283096626683,False,0.011724001528666308,Critical Risk,False
59,46.552137869550144,False,0.000285756918709295,High Risk,False
60,83.24664665720738,False,1.2173394511648989e-08,Low Risk,False
61,68.83244204480798,False,1.5850228292847594e-20,Low Risk,False
62,67.29280129614061,False,2.702065019154089e-05,Moderate Risk,False
63,117.89661351767292,False,0.000814487979310569,Critical Risk,False
64,74.48129362548529,False,0.0010516490066478836,Critical Risk,False
65,58.72313424857224,False,4.558920042171083e-05,Moderate Risk,False
66,63.60463605691685,False,2.9155663322877387e-21,Low Risk,False
67,87.22668563795132,False,6.409850737738338e-06,Low Risk,False
68,71.69905615806647,False,1.1241907635290897e-22,Low Risk,False
69,48.4258303252395,False,1.692685450332866e-05,Moderate Risk,False
70,83.78843401862805,False,6.213708526692273e-05,Moderate Risk,False
71,59.97783871691509,False,1.0689933876578348e-12,Low Risk,False
72,98.09946664326318,False,0.0,No Exposure,False
73,86.20072098571973,False,1.4026261516295943e-06,Low Risk,False
74,63.29017156511873,False,5.374438508451442e-07,Low Risk,False
75,89.21524542602668,False,0.00016351351739090825,High Risk,False
76,71.01783265791104,False,0.0001122083948822343,High Risk,False
77,82.79160512683329,False,5.556262900625793e-34,Low Risk,False
78,77.27099225941713,False,6.942814266457025e-07,Low Risk,False
79,57.3046501751369,False,2.683017113873577e-84,Low Risk,False
80,60.34675251523807,False,2.165604047087441e-05,Moderate Risk,False
81,85.44941226371742,False,1.4493437233398082e-06,Low Risk,False
82,64.97837001840189,False,0.0008676470428469079,Critical Risk,False
83,63.94527305137005,False,4.887347154041678e-195,Low Risk,False
84,55.673161309759706,False,1.7250402053728647e-14,Low Risk,False
85,76.35398598390192,False,0.00172073152243893,Critical Risk,False
86,100.93787378864718,False,0.00013644551877632017,High Risk,False
87,53.98700628618591,False,9.988854851923381e-06,Moderate Risk,False
88,70.36329185009137,False,1.4887318616932853e-06,Low Risk,False
89,91.18330833123144,False,1.3231591455801113e-05,Moderate Risk,False
90,68.80537913131427,False,7.435277619686513e-77,Low Risk,False
91,76.78557694374601,False,0.00011696150699026214,High Risk,False
92,54.0640970777968,False,0.0001188929570135602,High Risk,False
93,76.42460645811472,False,0.00044930781653012837,Critical Risk,False
94,67.19283602493176,False,3.235680107962225e-05,Moderate Risk,False
95,84.78594993519795,False,3.112708062375251e-06,Low Risk,False
96,87.81079077347127,False,1.5627885858087102e-05,Moderate Risk,False
97,108.8434546302792,False,1.1953846211481393e-06,Low Risk,False
98,78.69449759820364,False,0.0,No Exposure,False
99,74.8869447487325,False,7.764289679184457e-13,Low Risk,False
100,72.91576452366004,False,0.0,No Exposure,False
101,64.70250560783967,False,3.4055895452546175e-07,Low Risk,False
102,75.07725765192536,False,1.7314237049552768e-11,Low Risk,False
103,65.56897884791456,False,8.776543489566192e-08,Low Risk,False
104,72.52691464404421,False,1.449477394508982e-06,Low Risk,False
105,89.7639630341194,False,1.907577248077029e-12,Low Risk,False
106,54.90186152080538,False,0.0004984903258979409,Critical Risk,False
107,87.09817841693568,False,3.796006113755772e-05,Moderate Risk,False
108,89.75672601009798,False,4.6659238120370884e-07,Low Risk,False
109,68.22897209513381,False,8.506076540643777e-112,Low Risk,False
110,38.17217651487108,False,9.134726851657128e-10,Low Risk,False
111,60.882670193583515,False,1.3591783632385579e-18,Low Risk,False
112,89.45491819841664,False,1.6973051741424508e-05,Moderate Risk,False
113,69.65697906551677,False,0.00011724075998109238,High Risk,False
114,55.01046651557634,False,0.00023386999812543207,High Risk,False
115,62.42837618157674,False,6.984149211968823e-05,Moderate Risk,False
116,82.60930039756829,False,4.814923789597827e-06,Low Risk,False
117,78.20100352302069,False,4.246566104822241e-25,Low Risk,False
118,66.41601851245458,False,2.864139855828633e-05,Moderate Risk,False
119,64.49763382277968,False,1.4365938750171658e-06,Low Risk,False
120,64.12362776434267,False,6.649656571133641e-06,Low Risk,False
121,56.163847232522464,False,2.6565888479387857e-06,Low Risk,False
122,94.23063534204162,False,1.9062687999661453e-10,Low Risk,False
123,65.1651929618299,False,2.5126705728119296e-45,Low Risk,False
124,88.25737781238244,False,1.3762421680979466e-05,Moderate Risk,False
125,92.81974077883677,False,0.0008345086829688543,Critical Risk,False
126,84.9746634722194,False,4.549452594644456e-06,Low Risk,False
127,63.52569530922927,False,7.482953029215215e-05,Moderate Risk,False
128,76.05595135504915,False,0.0,No Exposure,False
129,69.63706590413626,False,3.79200053246569e-05,Moderate Risk,False
130,56.44447208904808,False,2.904424891021897e-05,Moderate Risk,False
131,74.86538922582405,False,0.004759013049230195,Critical Risk,False
132,52.31440313260296,False,8.853316772425776e-69,Low Risk,False
133,87.81519082692346,False,3.377788395494982e-07,Low Risk,False
134,63.03074054052411,False,2.7565358140207365e-05,Moderate Risk,False
135,73.01739483809259,False,9.306650862257086e-13,Low Risk,False
136,74.24931807319213,False,1.8989872456969715e-06,Low Risk,False
137,66.11642539443883,False,0.00020859389841449276,High Risk,False
138,78.80040702212912,False,0.0014339811836322728,Critical Risk,False
139,62.876445150662136,False,3.2519778239384006e-05,Moderate Risk,False
140,83.06945946185866,False,8.949741196134476e-06,Moderate Risk,False
141,49.81030479629877,False,3.783337995886829e-05,Moderate Risk,False
142,71.89569369319618,False,0.00013209042292100585,High Risk,False
143,99.08393498587427,False,0.001314761597834773,Critical Risk,False
144,54.995030130916376,False,6.363411297743031e-07,Low Risk,False
145,59.83382544212723,False,0.0,No Exposure,False
146,77.70861774488372,False,1.820336057923061e-05,Moderate Risk,False
147,72.69372672909397,False,0.0001852729454034719,High Risk,False
148,75.25945148910338,False,1.7946160315180803e-253,Low Risk,False
